server_id,window_start,window_end,avg_cpu,avg_mem,alert
server_14,21:17:50,21:18:20,65.68,61.15,""
server_14,21:18:00,21:18:30,55.31,52.2,""
server_14,21:18:10,21:18:40,42.48,56.8,""
server_14,21:18:20,21:18:50,38.38,68.54,""
server_14,21:18:30,21:19:00,39.27,72.8,""
server_14,21:18:40,21:19:10,53.03,60.78,""
server_14,21:18:50,21:19:20,59.48,49.23,""
server_14,21:19:00,21:19:30,58.98,59.59,""
server_14,21:19:10,21:19:40,51.67,62.98,""
server_14,21:19:20,21:19:50,42.11,66.33,""
server_14,21:19:30,21:20:00,41.26,63.31,""
server_14,21:19:40,21:20:10,38.31,65.22,""
server_14,21:19:50,21:20:20,46.83,53.18,""
server_14,21:20:00,21:20:30,43.96,51.81,""
server_14,21:20:10,21:20:40,60.12,56.98,""
server_14,21:20:20,21:20:50,54.04,70.34,""
server_14,21:20:30,21:21:00,50.67,55.71,""
server_14,21:20:40,21:21:10,45.0,51.02,""
server_14,21:20:50,21:21:20,42.19,52.81,""
server_14,21:21:00,21:21:30,47.31,60.64,""
server_14,21:21:10,21:21:40,48.73,55.34,""
server_14,21:21:20,21:21:50,61.76,52.03,""
server_14,21:21:30,21:22:00,56.29,55.1,""
server_14,21:21:40,21:22:10,55.82,52.46,""
server_14,21:21:50,21:22:20,51.9,45.18,""
server_14,21:22:00,21:22:30,64.61,35.39,""
server_14,21:22:10,21:22:40,57.96,45.51,""
server_14,21:22:20,21:22:50,59.28,51.1,""
server_14,21:22:30,21:23:00,49.87,49.68,""
server_14,21:22:40,21:23:10,57.2,45.14,""
server_14,21:22:50,21:23:20,57.16,31.98,""
server_14,21:23:00,21:23:30,55.9,37.63,""
server_14,21:23:10,21:23:40,50.28,31.11,""
server_14,21:23:20,21:23:50,51.05,47.21,""
server_14,21:23:30,21:24:00,56.39,50.46,""
server_14,21:23:40,21:24:10,54.43,55.98,""
server_14,21:23:50,21:24:20,40.04,53.19,""
server_14,21:24:00,21:24:30,33.58,55.49,""
server_14,21:24:10,21:24:40,31.29,58.72,""
server_14,21:24:20,21:24:50,44.76,42.48,""
server_14,21:24:30,21:25:00,48.44,32.37,""
server_14,21:24:40,21:25:10,52.0,28.98,""
server_14,21:24:50,21:25:20,54.83,44.04,""
server_14,21:25:00,21:25:30,51.45,58.0,""
server_14,21:25:10,21:25:40,43.16,66.61,""
server_14,21:25:20,21:25:50,40.11,60.64,""
server_14,21:25:30,21:26:00,37.98,45.98,""
server_14,21:25:40,21:26:10,47.47,55.31,""
server_14,21:25:50,21:26:20,40.53,67.92,""
server_14,21:26:00,21:26:30,43.45,67.73,""
server_14,21:26:10,21:26:40,48.52,48.58,""
server_14,21:26:20,21:26:50,53.27,43.53,""
server_14,21:26:30,21:27:00,63.52,42.55,""
server_14,21:26:40,21:27:10,56.52,46.83,""
server_14,21:26:50,21:27:20,54.46,44.76,""
server_14,21:27:00,21:27:30,54.28,62.82,""
server_14,21:27:10,21:27:40,43.99,77.12,Memory saturation suspected
server_14,21:27:20,21:27:50,53.75,86.52,Memory saturation suspected
server_14,21:27:30,21:28:00,50.19,78.19,Memory saturation suspected
server_14,21:27:40,21:28:10,57.28,57.33,""
server_14,21:27:50,21:28:20,48.04,51.84,""
server_14,21:28:00,21:28:30,50.24,41.1,""
server_14,21:28:10,21:28:40,45.95,42.37,""
server_14,21:28:20,21:28:50,47.99,41.11,""
server_14,21:28:30,21:29:00,37.51,55.5,""
server_14,21:28:40,21:29:10,36.05,66.01,""
server_14,21:28:50,21:29:20,39.16,52.94,""
server_14,21:29:00,21:29:30,43.8,40.51,""
server_14,21:29:10,21:29:40,51.6,36.64,""
server_14,21:29:20,21:29:50,49.34,47.95,""
server_14,21:29:30,21:30:00,43.79,57.77,""
server_14,21:29:40,21:30:10,44.9,54.69,""
server_14,21:29:50,21:30:20,36.42,58.4,""
server_14,21:30:00,21:30:30,43.54,63.93,""
server_14,21:30:10,21:30:40,45.9,54.03,""
server_14,21:30:20,21:30:50,52.18,61.86,""
server_14,21:30:30,21:31:00,47.61,51.71,""
server_14,21:30:40,21:31:10,48.34,68.58,""
server_14,21:30:50,21:31:20,45.58,58.56,""
server_14,21:31:00,21:31:30,42.26,59.79,""
server_14,21:31:10,21:31:40,46.12,58.25,""
server_14,21:31:20,21:31:50,51.18,58.24,""
server_14,21:31:30,21:32:00,55.94,70.01,""
server_14,21:31:40,21:32:10,55.0,58.04,""
server_14,21:31:50,21:32:20,45.44,55.1,""
server_14,21:32:00,21:32:30,48.34,41.11,""
server_14,21:32:10,21:32:40,52.67,45.69,""
server_14,21:32:20,21:32:50,55.83,49.29,""
server_14,21:32:30,21:33:00,56.07,54.13,""
server_14,21:32:40,21:33:10,48.37,58.86,""
server_14,21:32:50,21:33:20,54.59,55.5,""
server_14,21:33:00,21:33:30,62.74,61.01,""
server_14,21:33:10,21:33:40,56.25,55.6,""
server_14,21:33:20,21:33:50,50.63,52.15,""
server_14,21:33:30,21:34:00,43.48,39.5,""
server_14,21:33:40,21:34:10,50.51,44.06,""
server_14,21:33:50,21:34:20,57.27,48.44,""
server_14,21:34:00,21:34:30,59.22,46.94,""
server_14,21:34:10,21:34:40,48.51,35.52,""
server_14,21:34:20,21:34:50,40.92,28.29,""
server_14,21:34:30,21:35:00,36.25,29.37,""
server_14,21:34:40,21:35:10,47.16,42.01,""
server_14,21:34:50,21:35:20,55.43,39.71,""
server_14,21:35:00,21:35:30,49.85,34.58,""
server_14,21:35:10,21:35:40,50.08,23.69,""
server_14,21:35:20,21:35:50,48.48,35.14,""
server_14,21:35:30,21:36:00,60.22,35.73,""
server_14,21:35:40,21:36:10,50.56,38.93,""
server_14,21:35:50,21:36:20,42.02,42.39,""
server_14,21:36:00,21:36:30,26.67,54.1,""
server_14,21:36:10,21:36:40,29.19,53.97,""
server_14,21:36:20,21:36:50,33.72,48.63,""
server_14,21:36:30,21:37:00,43.84,43.45,""
server_14,21:36:40,21:37:10,46.19,50.14,""
server_14,21:36:50,21:37:20,61.81,62.08,""
server_14,21:37:00,21:37:30,61.33,65.51,""
server_14,21:37:10,21:37:40,53.5,71.6,""
server_14,21:37:20,21:37:50,35.25,57.32,""
server_14,21:37:30,21:38:00,38.71,51.93,""
server_14,21:37:40,21:38:10,40.11,37.16,""
server_14,21:37:50,21:38:20,50.59,30.49,""
server_14,21:38:00,21:38:30,41.15,35.89,""
server_14,21:38:10,21:38:40,49.66,44.24,""
server_14,21:38:20,21:38:50,51.43,45.93,""
server_14,21:38:30,21:39:00,60.71,48.99,""
server_14,21:38:40,21:39:10,57.87,63.08,""
server_14,21:38:50,21:39:20,53.22,70.09,""
server_14,21:39:00,21:39:30,55.5,65.26,""
server_14,21:39:10,21:39:40,55.8,58.36,""
server_14,21:39:20,21:39:50,53.52,56.92,""
server_14,21:39:30,21:40:00,52.51,62.28,""
server_14,21:39:40,21:40:10,58.7,60.9,""
server_14,21:39:50,21:40:20,58.55,66.14,""
server_14,21:40:00,21:40:30,49.23,55.52,""
server_14,21:40:10,21:40:40,38.16,58.67,""
server_14,21:40:20,21:40:50,25.26,56.27,""
server_14,21:40:30,21:41:00,42.32,61.32,""
server_14,21:40:40,21:41:10,47.05,52.7,""
server_14,21:40:50,21:41:20,60.49,64.1,""
server_14,21:41:00,21:41:30,48.64,60.75,""
server_14,21:41:10,21:41:40,49.71,60.38,""
server_14,21:41:20,21:41:50,50.0,48.82,""
server_14,21:41:30,21:42:00,54.16,57.09,""
server_14,21:41:40,21:42:10,53.77,57.55,""
server_14,21:41:50,21:42:20,65.3,57.38,""
server_14,21:42:00,21:42:30,62.22,64.1,""
server_14,21:42:10,21:42:40,62.56,64.52,""
server_14,21:42:20,21:42:50,37.2,62.47,""
server_14,21:42:30,21:43:00,37.64,51.41,""
server_14,21:42:40,21:43:10,40.34,51.04,""
server_14,21:42:50,21:43:20,59.99,53.56,""
server_14,21:43:00,21:43:30,61.29,56.77,""
server_14,21:43:10,21:43:40,64.47,60.55,""
server_14,21:43:20,21:43:50,57.54,59.52,""
server_14,21:43:30,21:44:00,60.5,57.87,""
server_14,21:43:40,21:44:10,66.98,60.56,""
server_14,21:43:50,21:44:20,72.67,66.5,""
server_14,21:44:00,21:44:30,60.94,54.94,""
server_14,21:44:10,21:44:40,45.76,48.17,""
server_14,21:44:20,21:44:50,50.51,41.86,""
server_14,21:44:30,21:45:00,51.12,48.4,""
server_14,21:44:40,21:45:10,59.45,46.79,""
server_14,21:44:50,21:45:20,57.62,38.75,""
server_14,21:45:00,21:45:30,69.07,34.12,""
server_14,21:45:10,21:45:40,64.13,36.6,""
server_14,21:45:20,21:45:50,57.96,45.76,""
server_14,21:45:30,21:46:00,60.05,54.74,""
server_14,21:45:40,21:46:10,70.47,61.6,""
server_14,21:45:50,21:46:20,74.08,56.84,""
server_14,21:46:00,21:46:30,72.39,47.09,""
server_14,21:46:10,21:46:40,54.66,33.32,""
server_14,21:46:20,21:46:50,49.53,37.97,""
server_14,21:46:30,21:47:00,46.37,35.86,""
server_14,21:46:40,21:47:10,51.37,36.96,""
server_14,21:46:50,21:47:20,45.9,33.72,""
server_14,21:47:00,21:47:30,38.41,41.09,""
server_14,21:47:10,21:47:40,43.35,46.86,""
server_14,21:47:20,21:47:50,46.95,50.53,""
server_14,21:47:30,21:48:00,47.21,61.24,""
server_14,21:47:40,21:48:10,41.99,61.24,""
server_14,21:47:50,21:48:20,45.14,62.63,""
server_14,21:48:00,21:48:30,51.2,61.09,""
server_14,21:48:10,21:48:40,51.93,59.07,""
server_14,21:48:20,21:48:50,62.61,53.53,""
server_14,21:48:30,21:49:00,63.0,48.06,""
server_14,21:48:40,21:49:10,73.78,56.45,""
server_14,21:48:50,21:49:20,56.59,63.29,""
server_14,21:49:00,21:49:30,56.32,62.88,""
server_14,21:49:10,21:49:40,48.75,57.91,""
server_14,21:49:20,21:49:50,45.76,49.08,""
server_14,21:49:30,21:50:00,53.01,48.1,""
server_14,21:49:40,21:50:10,65.0,45.82,""
server_14,21:49:50,21:50:20,65.12,49.36,""
server_14,21:50:00,21:50:30,59.85,58.37,""
server_14,21:50:10,21:50:40,44.38,53.89,""
server_14,21:50:20,21:50:50,50.79,50.86,""
server_14,21:50:30,21:51:00,51.23,50.4,""
server_14,21:50:40,21:51:10,53.49,50.85,""
server_14,21:50:50,21:51:20,48.52,51.53,""
server_14,21:51:00,21:51:30,41.52,42.01,""
server_14,21:51:10,21:51:40,29.79,47.09,""
server_14,21:51:20,21:51:50,33.39,49.31,""
server_14,21:51:30,21:52:00,41.87,45.87,""
server_14,21:51:40,21:52:10,53.5,45.4,""
server_14,21:51:50,21:52:20,64.0,57.62,""
server_14,21:52:00,21:52:30,64.13,76.3,""
server_14,21:52:10,21:52:40,70.91,71.3,""
server_14,21:52:20,21:52:50,55.27,57.74,""
server_14,21:52:30,21:53:00,56.58,41.23,""
server_14,21:52:40,21:53:10,54.47,55.18,""
server_14,21:52:50,21:53:20,64.75,60.45,""
server_14,21:53:00,21:53:30,59.14,61.15,""
server_14,21:53:10,21:53:40,58.67,50.18,""
server_14,21:53:20,21:53:50,57.27,47.11,""
server_14,21:53:30,21:54:00,63.48,43.53,""
server_14,21:53:40,21:54:10,71.92,45.4,""
server_14,21:53:50,21:54:20,75.91,39.55,""
server_14,21:54:00,21:54:30,73.65,49.58,""
server_14,21:54:10,21:54:40,70.53,58.38,""
server_14,21:54:20,21:54:50,52.39,75.1,""
server_14,21:54:30,21:55:00,36.43,75.38,""
server_14,21:54:40,21:55:10,19.77,71.33,""
server_14,21:54:50,21:55:20,24.42,55.46,""
server_14,21:55:00,21:55:30,36.21,53.65,""
server_14,21:55:10,21:55:40,32.11,63.8,""
server_14,21:55:20,21:55:50,44.15,70.73,""
server_14,21:55:30,21:56:00,41.91,68.07,""
server_14,21:55:40,21:56:10,55.94,47.96,""
server_14,21:55:50,21:56:20,47.22,40.1,""
server_14,21:56:00,21:56:30,42.28,41.87,""
server_14,21:56:10,21:56:40,45.39,40.06,""
server_14,21:56:20,21:56:50,50.7,43.09,""
server_14,21:56:30,21:57:00,60.43,48.43,""
server_14,21:56:40,21:57:10,58.82,58.44,""
server_14,21:56:50,21:57:20,56.87,57.93,""
server_14,21:57:00,21:57:30,52.91,48.51,""
server_14,21:57:10,21:57:40,47.07,55.58,""
server_14,21:57:20,21:57:50,39.16,62.47,""
server_14,21:57:30,21:58:00,49.53,72.11,""
server_14,21:57:40,21:58:10,52.94,64.73,""
server_14,21:57:50,21:58:20,59.93,58.91,""
server_14,21:58:00,21:58:30,52.47,54.41,""
server_14,21:58:10,21:58:40,59.04,52.93,""
server_14,21:58:20,21:58:50,49.05,58.61,""
server_14,21:58:30,21:59:00,38.96,61.72,""
server_14,21:58:40,21:59:10,39.24,69.44,""
server_14,21:58:50,21:59:20,51.57,68.07,""
server_14,21:59:00,21:59:30,60.11,63.74,""
server_14,21:59:10,21:59:40,61.49,64.57,""
server_14,21:59:20,21:59:50,67.81,55.49,""
server_14,21:59:30,22:00:00,70.05,55.25,""
server_14,21:59:40,22:00:10,58.99,44.49,""
server_14,21:59:50,22:00:20,39.71,61.11,""
server_14,22:00:00,22:00:30,34.75,57.66,""
server_14,22:00:10,22:00:40,37.02,53.7,""
server_14,22:00:20,22:00:50,42.91,50.39,""
server_14,22:00:30,22:01:00,45.83,52.09,""
server_14,22:00:40,22:01:10,38.21,53.98,""
server_14,22:00:50,22:01:20,42.94,43.66,""
server_14,22:01:00,22:01:30,47.9,41.29,""
server_14,22:01:10,22:01:40,62.77,47.8,""
server_14,22:01:20,22:01:50,67.04,54.18,""
server_14,22:01:30,22:02:00,60.73,54.67,""
server_14,22:01:40,22:02:10,54.15,55.76,""
server_14,22:01:50,22:02:20,49.05,47.29,""
server_14,22:02:00,22:02:30,50.32,47.36,""
server_14,22:02:10,22:02:40,55.9,35.56,""
server_14,22:02:20,22:02:50,66.3,46.9,""
server_14,22:02:30,22:03:00,64.38,46.61,""
server_14,22:02:40,22:03:10,56.76,69.23,""
server_14,22:02:50,22:03:20,44.04,74.99,""
server_14,22:03:00,22:03:30,42.28,78.73,Memory saturation suspected
server_14,22:03:10,22:03:40,45.04,63.77,""
server_14,22:03:20,22:03:50,41.98,54.65,""
server_14,22:03:30,22:04:00,37.41,48.72,""
server_14,22:03:40,22:04:10,33.51,48.09,""
server_14,22:03:50,22:04:20,33.76,34.28,""
server_14,22:04:00,22:04:30,41.89,36.22,""
server_14,22:04:10,22:04:40,40.26,34.62,""
server_14,22:04:20,22:04:50,49.88,44.25,""
server_14,22:04:30,22:05:00,53.67,52.05,""
server_14,22:04:40,22:05:10,63.28,58.44,""
server_14,22:04:50,22:05:20,66.69,65.0,""
server_14,22:05:00,22:05:30,54.07,63.48,""
server_14,22:05:10,22:05:40,41.81,49.76,""
server_14,22:05:20,22:05:50,42.41,52.07,""
server_14,22:05:30,22:06:00,52.63,47.66,""
server_14,22:05:40,22:06:10,60.96,61.05,""
server_14,22:05:50,22:06:20,52.89,52.09,""
server_14,22:06:00,22:06:30,38.42,64.94,""
server_14,22:06:10,22:06:40,33.24,67.82,""
server_14,22:06:20,22:06:50,35.0,72.43,""
server_14,22:06:30,22:07:00,52.5,55.78,""
server_14,22:06:40,22:07:10,59.34,52.46,""
server_14,22:06:50,22:07:20,57.16,50.12,""
server_14,22:07:00,22:07:30,51.09,49.06,""
server_14,22:07:10,22:07:40,47.3,48.7,""
server_14,22:07:20,22:07:50,47.54,48.99,""
server_14,22:07:30,22:08:00,48.34,58.03,""
server_14,22:07:40,22:08:10,49.0,70.14,""
server_14,22:07:50,22:08:20,50.88,68.83,""
server_14,22:08:00,22:08:30,51.57,65.64,""
server_14,22:08:10,22:08:40,51.45,44.53,""
server_14,22:08:20,22:08:50,54.08,46.83,""
server_14,22:08:30,22:09:00,60.34,55.26,""
server_14,22:08:40,22:09:10,55.38,59.13,""
server_14,22:08:50,22:09:20,66.64,60.28,""
server_14,22:09:00,22:09:30,58.97,52.9,""
server_14,22:09:10,22:09:40,59.99,47.31,""
server_14,22:09:20,22:09:50,44.35,44.92,""
server_14,22:09:30,22:10:00,45.47,43.95,""
server_14,22:09:40,22:10:10,44.83,47.47,""
server_14,22:09:50,22:10:20,44.66,57.35,""
server_14,22:10:00,22:10:30,46.16,59.63,""
server_14,22:10:10,22:10:40,47.67,62.08,""
server_14,22:10:20,22:10:50,52.78,43.23,""
server_14,22:10:30,22:11:00,52.19,46.02,""
server_14,22:10:40,22:11:10,55.0,47.28,""
server_14,22:10:50,22:11:20,59.6,49.61,""
server_14,22:11:00,22:11:30,61.43,41.45,""
server_14,22:11:10,22:11:40,65.31,32.16,""
server_14,22:11:20,22:11:50,58.16,36.54,""
server_14,22:11:30,22:12:00,48.0,33.92,""
server_14,22:11:40,22:12:10,39.94,42.4,""
server_14,22:11:50,22:12:20,40.63,57.21,""
server_14,22:12:00,22:12:30,53.38,65.43,""
server_14,22:12:10,22:12:40,58.46,71.0,""
server_14,22:12:20,22:12:50,57.05,61.8,""
server_14,22:12:30,22:13:00,54.25,62.83,""
server_14,22:12:40,22:13:10,50.75,54.15,""
server_14,22:12:50,22:13:20,55.74,39.96,""
server_14,22:13:00,22:13:30,52.72,40.08,""
server_14,22:13:10,22:13:40,55.74,44.22,""
server_14,22:13:20,22:13:50,45.01,47.43,""
server_14,22:13:30,22:14:00,42.69,44.62,""
server_14,22:13:40,22:14:10,53.99,49.57,""
server_14,22:13:50,22:14:20,68.73,53.59,""
server_14,22:14:00,22:14:30,71.92,56.34,""
server_14,22:14:10,22:14:40,64.71,43.53,""
server_14,22:14:20,22:14:50,57.84,45.04,""
server_14,22:14:30,22:15:00,59.78,46.61,""
server_14,22:14:40,22:15:10,62.96,57.9,""
server_14,22:14:50,22:15:20,53.81,65.78,""
server_14,22:15:00,22:15:30,42.36,64.11,""
server_14,22:15:10,22:15:40,43.97,71.37,""
server_14,22:15:20,22:15:50,56.29,58.71,""
server_14,22:15:30,22:16:00,68.34,51.78,""
server_14,22:15:40,22:16:10,53.18,49.89,""
server_14,22:15:50,22:16:20,42.16,50.03,""
server_14,22:16:00,22:16:30,35.74,47.98,""
server_14,22:16:10,22:16:40,31.29,43.86,""
server_14,22:16:20,22:16:50,30.95,52.55,""
server_14,22:16:30,22:17:00,30.55,56.57,""
server_14,22:16:40,22:17:10,33.42,61.58,""
server_14,22:16:50,22:17:20,39.53,62.09,""
server_14,22:17:00,22:17:30,58.94,68.17,""
server_14,22:17:10,22:17:40,64.83,59.96,""
server_14,22:17:20,22:17:50,68.61,59.68,""
server_14,22:17:30,22:18:00,55.5,57.93,""
server_14,22:17:40,22:18:10,60.99,56.2,""
server_14,22:17:50,22:18:20,62.85,57.22,""
server_14,22:18:00,22:18:30,64.82,49.74,""
server_14,22:18:10,22:18:40,66.27,52.25,""
server_14,22:18:20,22:18:50,56.61,48.96,""
server_14,22:18:30,22:19:00,65.47,55.35,""
server_14,22:18:40,22:19:10,59.79,58.27,""
server_14,22:18:50,22:19:20,55.96,50.43,""
server_14,22:19:00,22:19:30,38.16,47.85,""
server_14,22:19:10,22:19:40,37.51,44.13,""
server_14,22:19:20,22:19:50,48.59,56.43,""
server_14,22:19:30,22:20:00,52.52,62.04,""
server_14,22:19:40,22:20:10,55.92,59.87,""
server_14,22:19:50,22:20:20,44.01,55.34,""
server_14,22:20:00,22:20:30,47.18,49.55,""
server_14,22:20:10,22:20:40,36.78,52.95,""
server_14,22:20:20,22:20:50,46.85,53.8,""
server_14,22:20:30,22:21:00,40.24,51.12,""
server_14,22:20:40,22:21:10,50.57,52.44,""
server_14,22:20:50,22:21:20,62.68,50.25,""
server_14,22:21:00,22:21:30,67.96,69.79,""
server_14,22:21:10,22:21:40,66.54,69.11,""
server_14,22:21:20,22:21:50,67.35,68.9,""
server_14,22:21:30,22:22:00,57.0,58.5,""
server_14,22:21:40,22:22:10,52.28,54.67,""
server_14,22:21:50,22:22:20,30.8,61.22,""
server_14,22:22:00,22:22:30,53.13,54.4,""
server_14,22:22:10,22:22:40,59.16,47.46,""
server_14,22:22:20,22:22:50,72.38,34.04,""
server_14,22:22:30,22:23:00,65.77,29.86,""
server_14,22:22:40,22:23:10,65.42,37.3,""
server_14,22:22:50,22:23:20,73.21,60.98,""
server_14,22:23:00,22:23:30,78.79,82.15,Memory saturation suspected
server_14,22:23:10,22:23:40,80.25,92.63,Memory saturation suspected
server_14,22:23:20,22:23:50,69.79,70.94,""
server_14,22:23:30,22:24:00,52.93,52.28,""
server_14,22:23:40,22:24:10,57.25,39.52,""
server_14,22:23:50,22:24:20,50.51,47.53,""
server_14,22:24:00,22:24:30,56.68,48.78,""
server_14,22:24:10,22:24:40,47.33,46.39,""
server_14,22:24:20,22:24:50,55.87,37.53,""
server_14,22:24:30,22:25:00,54.87,43.82,""
server_14,22:24:40,22:25:10,55.46,48.34,""
server_14,22:24:50,22:25:20,54.73,48.41,""
server_14,22:25:00,22:25:30,54.45,43.76,""
server_14,22:25:10,22:25:40,58.94,34.57,""
server_14,22:25:20,22:25:50,63.95,36.43,""
server_14,22:25:30,22:26:00,57.74,33.85,""
server_14,22:25:40,22:26:10,61.06,36.12,""
server_14,22:25:50,22:26:20,56.91,45.17,""
server_14,22:26:00,22:26:30,56.43,42.81,""
server_14,22:26:10,22:26:40,50.75,44.6,""
server_14,22:26:20,22:26:50,45.16,46.06,""
server_14,22:26:30,22:27:00,59.99,58.5,""
server_14,22:26:40,22:27:10,60.84,60.59,""
server_14,22:26:50,22:27:20,61.56,53.76,""
server_14,22:27:00,22:27:30,43.18,55.4,""
server_14,22:27:10,22:27:40,38.67,50.1,""
server_14,22:27:20,22:27:50,34.62,48.46,""
server_14,22:27:30,22:28:00,32.99,41.36,""
server_14,22:27:40,22:28:10,40.79,48.51,""
server_14,22:27:50,22:28:20,48.96,56.3,""
server_14,22:28:00,22:28:30,61.44,41.31,""
server_14,22:28:10,22:28:40,56.57,41.44,""
server_14,22:28:20,22:28:50,62.45,45.67,""
server_14,22:28:30,22:29:00,57.38,59.52,""
server_14,22:28:40,22:29:10,55.77,52.86,""
server_14,22:28:50,22:29:20,55.9,43.83,""
server_14,22:29:00,22:29:30,64.2,38.16,""
server_14,22:29:10,22:29:40,60.13,55.05,""
server_14,22:29:20,22:29:50,47.96,50.57,""
server_14,22:29:30,22:30:00,51.79,45.1,""
server_14,22:29:40,22:30:10,56.0,48.36,""
server_14,22:29:50,22:30:20,53.88,51.85,""
server_14,22:30:00,22:30:30,54.75,57.89,""
server_14,22:30:10,22:30:40,47.98,53.62,""
server_14,22:30:20,22:30:50,58.71,49.65,""
server_14,22:30:30,22:31:00,49.61,48.22,""
server_14,22:30:40,22:31:10,49.26,44.94,""
server_14,22:30:50,22:31:20,47.36,49.08,""
server_14,22:31:00,22:31:30,41.43,55.47,""
server_14,22:31:10,22:31:40,48.02,47.35,""
server_14,22:31:20,22:31:50,37.17,54.99,""
server_14,22:31:30,22:32:00,45.37,44.35,""
server_14,22:31:40,22:32:10,42.53,51.14,""
server_14,22:31:50,22:32:20,51.6,43.01,""
server_14,22:32:00,22:32:30,42.48,45.06,""
server_14,22:32:10,22:32:40,54.62,36.01,""
server_14,22:32:20,22:32:50,47.1,45.27,""
server_14,22:32:30,22:33:00,47.19,61.54,""
server_14,22:32:40,22:33:10,48.28,74.05,""
server_14,22:32:50,22:33:20,56.04,66.5,""
server_14,22:33:00,22:33:30,52.95,70.26,""
server_14,22:33:10,22:33:40,43.31,75.65,""
server_14,22:33:20,22:33:50,37.67,72.7,""
server_14,22:33:30,22:34:00,39.59,65.08,""
server_14,22:33:40,22:34:10,39.3,54.17,""
server_14,22:33:50,22:34:20,41.42,44.53,""
server_14,22:34:00,22:34:30,53.01,44.21,""
server_14,22:34:10,22:34:40,50.53,41.94,""
server_14,22:34:20,22:34:50,60.76,45.71,""
server_14,22:34:30,22:35:00,52.53,37.12,""
server_14,22:34:40,22:35:10,48.3,33.78,""
server_14,22:34:50,22:35:20,39.72,40.21,""
server_14,22:35:00,22:35:30,57.03,47.83,""
server_14,22:35:10,22:35:40,62.88,62.87,""
server_14,22:35:20,22:35:50,68.76,59.84,""
server_14,22:35:30,22:36:00,60.9,58.09,""
server_14,22:35:40,22:36:10,71.26,45.43,""
server_14,22:35:50,22:36:20,69.25,59.49,""
server_14,22:36:00,22:36:30,63.54,58.55,""
server_14,22:36:10,22:36:40,45.59,51.91,""
server_14,22:36:20,22:36:50,41.77,44.7,""
server_14,22:36:30,22:37:00,33.3,50.45,""
server_14,22:36:40,22:37:10,43.99,56.37,""
server_14,22:36:50,22:37:20,46.98,66.1,""
server_14,22:37:00,22:37:30,61.69,50.52,""
server_14,22:37:10,22:37:40,58.98,48.77,""
server_14,22:37:20,22:37:50,55.31,25.22,""
server_14,22:37:30,22:38:00,52.96,38.29,""
server_14,22:37:40,22:38:10,53.5,40.46,""
server_14,22:37:50,22:38:20,58.59,48.52,""
server_14,22:38:00,22:38:30,46.43,47.31,""
server_14,22:38:10,22:38:40,54.18,40.9,""
server_14,22:38:20,22:38:50,44.37,39.1,""
server_14,22:38:30,22:39:00,44.2,31.29,""
server_14,22:38:40,22:39:10,35.66,39.25,""
server_14,22:38:50,22:39:20,42.16,44.3,""
server_14,22:39:00,22:39:30,54.81,39.87,""
server_14,22:39:10,22:39:40,59.82,31.59,""
server_14,22:39:20,22:39:50,60.82,35.76,""
server_14,22:39:30,22:40:00,52.39,44.97,""
server_14,22:39:40,22:40:10,53.93,59.41,""
server_14,22:39:50,22:40:20,64.75,54.81,""
server_14,22:40:00,22:40:30,73.79,54.05,""
server_14,22:40:10,22:40:40,79.07,40.68,""
server_14,22:40:20,22:40:50,68.76,36.3,""
server_14,22:40:30,22:41:00,63.77,34.54,""
server_14,22:40:40,22:41:10,54.16,43.22,""
server_14,22:40:50,22:41:20,56.08,47.61,""
server_14,22:41:00,22:41:30,46.53,53.75,""
server_14,22:41:10,22:41:40,38.76,47.08,""
server_14,22:41:20,22:41:50,26.45,55.66,""
server_14,22:41:30,22:42:00,33.98,52.99,""
server_14,22:41:40,22:42:10,43.63,63.4,""
server_14,22:41:50,22:42:20,46.81,51.09,""
server_14,22:42:00,22:42:30,53.23,65.53,""
server_14,22:42:10,22:42:40,51.92,57.76,""
server_14,22:42:20,22:42:50,63.76,69.69,""
server_14,22:42:30,22:43:00,62.28,58.02,""
server_14,22:42:40,22:43:10,68.61,58.85,""
server_14,22:42:50,22:43:20,66.3,57.24,""
server_14,22:43:00,22:43:30,62.45,55.27,""
server_14,22:43:10,22:43:40,53.76,53.83,""
server_14,22:43:20,22:43:50,48.37,50.31,""
server_14,22:43:30,22:44:00,53.47,54.33,""
server_14,22:43:40,22:44:10,64.75,62.76,""
server_14,22:43:50,22:44:20,56.64,57.95,""
server_14,22:44:00,22:44:30,62.01,55.7,""
server_14,22:44:10,22:44:40,50.67,48.05,""
server_14,22:44:20,22:44:50,50.53,43.33,""
server_14,22:44:30,22:45:00,44.48,42.02,""
server_14,22:44:40,22:45:10,51.74,39.11,""
server_14,22:44:50,22:45:20,62.35,41.47,""
server_14,22:45:00,22:45:30,62.06,44.28,""
server_14,22:45:10,22:45:40,66.34,56.43,""
server_14,22:45:20,22:45:50,64.94,49.66,""
server_14,22:45:30,22:46:00,67.68,48.12,""
server_14,22:45:40,22:46:10,55.5,40.64,""
server_14,22:45:50,22:46:20,50.52,51.84,""
server_14,22:46:00,22:46:30,59.13,49.08,""
server_14,22:46:10,22:46:40,59.8,56.71,""
server_14,22:46:20,22:46:50,65.1,64.26,""
server_14,22:46:30,22:47:00,63.13,72.37,""
server_14,22:46:40,22:47:10,69.39,70.49,""
server_14,22:46:50,22:47:20,67.66,63.68,""
