server_id,window_start,window_end,max_net_in,max_disk_io,alert
server_10,21:31:40,21:32:10,872.62,9784.44,Disk thrash suspected
server_10,21:31:50,21:32:20,792.76,9588.03,Disk thrash suspected
server_10,21:32:00,21:32:30,698.58,5113.62,Disk thrash suspected
server_10,21:32:10,21:32:40,4931.49,5113.62,Network flood + Disk thrash suspected
server_10,21:32:20,21:32:50,4931.49,865.02,Possible DDoS
server_10,21:32:30,21:33:00,4931.49,865.02,Possible DDoS
server_10,21:32:40,21:33:10,909.62,102.29,""
server_10,21:32:50,21:33:20,909.62,6065.32,Disk thrash suspected
server_10,21:33:00,21:33:30,521.52,6065.32,Disk thrash suspected
server_10,21:33:10,21:33:40,719.22,6065.32,Disk thrash suspected
server_10,21:33:20,21:33:50,19835.67,150.56,Possible DDoS
server_10,21:33:30,21:34:00,19835.67,150.56,Possible DDoS
server_10,21:33:40,21:34:10,19835.67,4796.18,Network flood + Disk thrash suspected
server_10,21:33:50,21:34:20,10906.86,4796.18,Network flood + Disk thrash suspected
server_10,21:34:00,21:34:30,18092.4,4796.18,Network flood + Disk thrash suspected
server_10,21:34:10,21:34:40,18092.4,651.86,Possible DDoS
server_10,21:34:20,21:34:50,18092.4,89.57,Possible DDoS
server_10,21:34:30,21:35:00,13651.26,91.93,Possible DDoS
server_10,21:34:40,21:35:10,13651.26,91.93,Possible DDoS
server_10,21:34:50,21:35:20,3865.7,1040.89,""
server_10,21:35:00,21:35:30,3865.7,7491.49,Disk thrash suspected
server_10,21:35:10,21:35:40,3865.7,7491.49,Disk thrash suspected
server_10,21:35:20,21:35:50,447.22,7491.49,Disk thrash suspected
server_10,21:35:30,21:36:00,14156.15,181.09,Possible DDoS
server_10,21:35:40,21:36:10,14156.15,1724.53,Possible DDoS
server_10,21:35:50,21:36:20,14156.15,1724.53,Possible DDoS
server_10,21:36:00,21:36:30,3630.71,1724.53,""
server_10,21:36:10,21:36:40,3630.71,1626.64,""
server_10,21:36:20,21:36:50,3552.95,1626.64,""
server_10,21:36:30,21:37:00,8081.69,515.08,Possible DDoS
server_10,21:36:40,21:37:10,9847.8,196.59,Possible DDoS
server_10,21:36:50,21:37:20,9847.8,999.17,Possible DDoS
server_10,21:37:00,21:37:30,9847.8,999.17,Possible DDoS
server_10,21:37:10,21:37:40,5682.46,999.17,Possible DDoS
server_10,21:37:20,21:37:50,5682.46,825.7,Possible DDoS
server_10,21:37:30,21:38:00,5682.46,9690.92,Network flood + Disk thrash suspected
server_10,21:37:40,21:38:10,2570.25,9690.92,Disk thrash suspected
server_10,21:37:50,21:38:20,581.53,9690.92,Disk thrash suspected
server_10,21:38:00,21:38:30,795.41,7868.26,Disk thrash suspected
server_10,21:38:10,21:38:40,952.18,7868.26,Disk thrash suspected
server_10,21:38:20,21:38:50,952.18,116.34,""
server_10,21:38:30,21:39:00,952.18,4256.45,Disk thrash suspected
server_10,21:38:40,21:39:10,543.22,4256.45,Disk thrash suspected
server_10,21:38:50,21:39:20,8924.87,4256.45,Network flood + Disk thrash suspected
server_10,21:39:00,21:39:30,8924.87,1550.03,Possible DDoS
server_10,21:39:10,21:39:40,8924.87,1550.03,Possible DDoS
server_10,21:39:20,21:39:50,882.25,112.75,""
server_10,21:39:30,21:40:00,882.25,112.75,""
server_10,21:39:40,21:40:10,692.86,133.4,""
server_10,21:39:50,21:40:20,838.37,133.4,""
server_10,21:40:00,21:40:30,838.37,133.4,""
server_10,21:40:10,21:40:40,4697.2,1187.05,Possible DDoS
server_10,21:40:20,21:40:50,10083.73,9948.94,Network flood + Disk thrash suspected
server_10,21:40:30,21:41:00,10083.73,9948.94,Network flood + Disk thrash suspected
server_10,21:40:40,21:41:10,10083.73,9948.94,Network flood + Disk thrash suspected
server_10,21:40:50,21:41:20,1942.93,9629.4,Disk thrash suspected
server_10,21:41:00,21:41:30,1942.93,9629.4,Disk thrash suspected
server_10,21:41:10,21:41:40,5824.37,1654.9,Possible DDoS
server_10,21:41:20,21:41:50,18348.07,911.09,Possible DDoS
server_10,21:41:30,21:42:00,18348.07,911.09,Possible DDoS
server_10,21:41:40,21:42:10,18348.07,1721.16,Possible DDoS
server_10,21:41:50,21:42:20,11335.44,1721.16,Possible DDoS
server_10,21:42:00,21:42:30,11335.44,1721.16,Possible DDoS
server_10,21:42:10,21:42:40,11335.44,988.1,Possible DDoS
server_10,21:42:20,21:42:50,5793.88,988.1,Possible DDoS
server_10,21:42:30,21:43:00,5793.88,163.43,Possible DDoS
server_10,21:42:40,21:43:10,1017.4,105.89,""
server_10,21:42:50,21:43:20,16817.09,1687.04,Possible DDoS
server_10,21:43:00,21:43:30,16817.09,9871.86,Network flood + Disk thrash suspected
server_10,21:43:10,21:43:40,16817.09,9871.86,Network flood + Disk thrash suspected
server_10,21:43:20,21:43:50,3661.68,9871.86,Disk thrash suspected
server_10,21:43:30,21:44:00,10763.08,1368.04,Possible DDoS
server_10,21:43:40,21:44:10,10763.08,147.91,Possible DDoS
server_10,21:43:50,21:44:20,10763.08,147.91,Possible DDoS
server_10,21:44:00,21:44:30,880.02,103.16,""
server_10,21:44:10,21:44:40,880.02,5628.11,Disk thrash suspected
server_10,21:44:20,21:44:50,843.58,6355.71,Disk thrash suspected
server_10,21:44:30,21:45:00,843.58,6355.71,Disk thrash suspected
server_10,21:44:40,21:45:10,959.44,6355.71,Disk thrash suspected
server_10,21:44:50,21:45:20,959.44,3744.72,""
server_10,21:45:00,21:45:30,11931.25,184.34,Possible DDoS
server_10,21:45:10,21:45:40,11931.25,7998.86,Network flood + Disk thrash suspected
server_10,21:45:20,21:45:50,11931.25,7998.86,Network flood + Disk thrash suspected
server_10,21:45:30,21:46:00,7036.48,7998.86,Network flood + Disk thrash suspected
server_10,21:45:40,21:46:10,7036.48,572.64,Possible DDoS
server_10,21:45:50,21:46:20,7036.48,83.03,Possible DDoS
server_10,21:46:00,21:46:30,1022.31,6100.1,Disk thrash suspected
server_10,21:46:10,21:46:40,949.83,6363.75,Disk thrash suspected
server_10,21:46:20,21:46:50,2183.59,6363.75,Disk thrash suspected
server_10,21:46:30,21:47:00,2183.59,8346.9,Disk thrash suspected
server_10,21:46:40,21:47:10,18904.73,8346.9,Network flood + Disk thrash suspected
server_10,21:46:50,21:47:20,18904.73,8346.9,Network flood + Disk thrash suspected
server_10,21:47:00,21:47:30,18904.73,89.88,Possible DDoS
server_10,21:47:10,21:47:40,16720.03,5880.57,Network flood + Disk thrash suspected
server_10,21:47:20,21:47:50,16720.03,5880.57,Network flood + Disk thrash suspected
server_10,21:47:30,21:48:00,735.47,5880.57,Disk thrash suspected
server_10,21:47:40,21:48:10,903.89,3241.82,""
server_10,21:47:50,21:48:20,18627.26,143.19,Possible DDoS
server_10,21:48:00,21:48:30,18627.26,143.19,Possible DDoS
server_10,21:48:10,21:48:40,18627.26,183.2,Possible DDoS
server_10,21:48:20,21:48:50,847.95,9759.86,Disk thrash suspected
server_10,21:48:30,21:49:00,682.85,9759.86,Disk thrash suspected
server_10,21:48:40,21:49:10,979.87,9759.86,Disk thrash suspected
server_10,21:48:50,21:49:20,979.87,8218.47,Disk thrash suspected
server_10,21:49:00,21:49:30,12645.49,8218.47,Network flood + Disk thrash suspected
server_10,21:49:10,21:49:40,12645.49,8218.47,Network flood + Disk thrash suspected
server_10,21:49:20,21:49:50,12645.49,7975.07,Network flood + Disk thrash suspected
server_10,21:49:30,21:50:00,14010.28,7975.07,Network flood + Disk thrash suspected
server_10,21:49:40,21:50:10,14010.28,7975.07,Network flood + Disk thrash suspected
server_10,21:49:50,21:50:20,14010.28,633.51,Possible DDoS
server_10,21:50:00,21:50:30,983.86,149.24,""
server_10,21:50:10,21:50:40,865.01,149.24,""
server_10,21:50:20,21:50:50,886.06,142.93,""
server_10,21:50:30,21:51:00,886.06,6040.27,Disk thrash suspected
server_10,21:50:40,21:51:10,5381.19,6040.27,Network flood + Disk thrash suspected
server_10,21:50:50,21:51:20,5381.19,6040.27,Network flood + Disk thrash suspected
server_10,21:51:00,21:51:30,5381.19,165.54,Possible DDoS
server_10,21:51:10,21:51:40,946.4,110.31,""
server_10,21:51:20,21:51:50,946.4,106.24,""
server_10,21:51:30,21:52:00,946.4,106.27,""
server_10,21:51:40,21:52:10,776.75,106.27,""
server_10,21:51:50,21:52:20,3598.39,1616.18,""
server_10,21:52:00,21:52:30,3598.39,1616.18,""
server_10,21:52:10,21:52:40,3598.39,1616.18,""
server_10,21:52:20,21:52:50,17203.88,108.29,Possible DDoS
server_10,21:52:30,21:53:00,17203.88,108.29,Possible DDoS
server_10,21:52:40,21:53:10,17203.88,108.28,Possible DDoS
server_10,21:52:50,21:53:20,942.51,127.13,""
server_10,21:53:00,21:53:30,942.51,127.13,""
server_10,21:53:10,21:53:40,14221.23,139.41,Possible DDoS
server_10,21:53:20,21:53:50,14221.23,139.41,Possible DDoS
server_10,21:53:30,21:54:00,14221.23,139.41,Possible DDoS
server_10,21:53:40,21:54:10,633.05,8626.99,Disk thrash suspected
server_10,21:53:50,21:54:20,12862.61,8626.99,Network flood + Disk thrash suspected
server_10,21:54:00,21:54:30,12862.61,8626.99,Network flood + Disk thrash suspected
server_10,21:54:10,21:54:40,12862.61,136.25,Possible DDoS
server_10,21:54:20,21:54:50,1025.14,136.25,""
server_10,21:54:30,21:55:00,1025.14,136.25,""
server_10,21:54:40,21:55:10,1025.14,105.61,""
server_10,21:54:50,21:55:20,645.2,9501.77,Disk thrash suspected
server_10,21:55:00,21:55:30,425.32,9501.77,Disk thrash suspected
server_10,21:55:10,21:55:40,6502.25,9501.77,Network flood + Disk thrash suspected
server_10,21:55:20,21:55:50,6502.25,4355.63,Network flood + Disk thrash suspected
server_10,21:55:30,21:56:00,6502.25,1512.06,Possible DDoS
server_10,21:55:40,21:56:10,3514.98,1512.06,""
server_10,21:55:50,21:56:20,3514.98,1512.06,""
server_10,21:56:00,21:56:30,1039.19,128.85,""
server_10,21:56:10,21:56:40,19543.68,185.24,Possible DDoS
server_10,21:56:20,21:56:50,19543.68,185.24,Possible DDoS
server_10,21:56:30,21:57:00,19543.68,185.24,Possible DDoS
server_10,21:56:40,21:57:10,15022.57,1533.99,Possible DDoS
server_10,21:56:50,21:57:20,4247.11,3986.93,Disk thrash suspected
server_10,21:57:00,21:57:30,15006.42,3986.93,Network flood + Disk thrash suspected
server_10,21:57:10,21:57:40,15006.42,3986.93,Network flood + Disk thrash suspected
server_10,21:57:20,21:57:50,15006.42,7845.19,Network flood + Disk thrash suspected
server_10,21:57:30,21:58:00,933.08,7845.19,Disk thrash suspected
server_10,21:57:40,21:58:10,933.08,7845.19,Disk thrash suspected
server_10,21:57:50,21:58:20,10760.61,115.99,Possible DDoS
server_10,21:58:00,21:58:30,14476.5,115.99,Possible DDoS
server_10,21:58:10,21:58:40,14476.5,144.35,Possible DDoS
server_10,21:58:20,21:58:50,14476.5,1265.42,Possible DDoS
server_10,21:58:30,21:59:00,8712.81,1265.42,Possible DDoS
server_10,21:58:40,21:59:10,6782.29,1265.42,Possible DDoS
server_10,21:58:50,21:59:20,6782.29,119.51,Possible DDoS
server_10,21:59:00,21:59:30,6782.29,1375.86,Possible DDoS
server_10,21:59:10,21:59:40,4472.56,1375.86,Possible DDoS
server_10,21:59:20,21:59:50,16637.93,4269.66,Network flood + Disk thrash suspected
server_10,21:59:30,22:00:00,16637.93,4269.66,Network flood + Disk thrash suspected
server_10,21:59:40,22:00:10,16637.93,4269.66,Network flood + Disk thrash suspected
server_10,21:59:50,22:00:20,3183.33,9093.41,Disk thrash suspected
server_10,22:00:00,22:00:30,3183.33,9093.41,Disk thrash suspected
server_10,22:00:10,22:00:40,802.51,9093.41,Disk thrash suspected
server_10,22:00:20,22:00:50,4778.75,1370.49,Possible DDoS
server_10,22:00:30,22:01:00,4874.86,8288.76,Network flood + Disk thrash suspected
server_10,22:00:40,22:01:10,10328.31,8288.76,Network flood + Disk thrash suspected
server_10,22:00:50,22:01:20,10328.31,8288.76,Network flood + Disk thrash suspected
server_10,22:01:00,22:01:30,10328.31,7996.96,Network flood + Disk thrash suspected
server_10,22:01:10,22:01:40,913.03,7996.96,Disk thrash suspected
server_10,22:01:20,22:01:50,989.37,140.98,""
server_10,22:01:30,22:02:00,11962.71,140.98,Possible DDoS
server_10,22:01:40,22:02:10,11962.71,7521.61,Network flood + Disk thrash suspected
server_10,22:01:50,22:02:20,11962.71,8805.51,Network flood + Disk thrash suspected
server_10,22:02:00,22:02:30,889.83,8805.51,Disk thrash suspected
server_10,22:02:10,22:02:40,7438.54,8805.51,Network flood + Disk thrash suspected
server_10,22:02:20,22:02:50,7438.54,3818.26,Possible DDoS
server_10,22:02:30,22:03:00,7438.54,3818.26,Possible DDoS
server_10,22:02:40,22:03:10,1429.72,1308.44,""
server_10,22:02:50,22:03:20,1429.72,1308.44,""
server_10,22:03:00,22:03:30,18460.11,120.88,Possible DDoS
server_10,22:03:10,22:03:40,18460.11,120.88,Possible DDoS
server_10,22:03:20,22:03:50,18460.11,120.88,Possible DDoS
server_10,22:03:30,22:04:00,18209.12,114.53,Possible DDoS
server_10,22:03:40,22:04:10,18209.12,78.92,Possible DDoS
server_10,22:03:50,22:04:20,18209.12,1404.81,Possible DDoS
server_10,22:04:00,22:04:30,4743.01,1404.81,Possible DDoS
server_10,22:04:10,22:04:40,4743.01,1404.81,Possible DDoS
server_10,22:04:20,22:04:50,4746.76,1208.12,Possible DDoS
server_10,22:04:30,22:05:00,4746.76,644.03,Possible DDoS
server_10,22:04:40,22:05:10,4746.76,9854.92,Network flood + Disk thrash suspected
server_10,22:04:50,22:05:20,936.94,9854.92,Disk thrash suspected
server_10,22:05:00,22:05:30,936.94,9854.92,Disk thrash suspected
server_10,22:05:10,22:05:40,11584.52,133.92,Possible DDoS
server_10,22:05:20,22:05:50,11584.52,133.92,Possible DDoS
server_10,22:05:30,22:06:00,11584.52,133.92,Possible DDoS
server_10,22:05:40,22:06:10,6784.43,126.46,Possible DDoS
server_10,22:05:50,22:06:20,6064.79,534.89,Possible DDoS
server_10,22:06:00,22:06:30,6064.79,534.89,Possible DDoS
server_10,22:06:10,22:06:40,6064.79,534.89,Possible DDoS
server_10,22:06:20,22:06:50,1610.86,511.63,""
server_10,22:06:30,22:07:00,11485.78,511.63,Possible DDoS
server_10,22:06:40,22:07:10,11485.78,7623.73,Network flood + Disk thrash suspected
server_10,22:06:50,22:07:20,12154.32,7623.73,Network flood + Disk thrash suspected
server_10,22:07:00,22:07:30,12154.32,7623.73,Network flood + Disk thrash suspected
server_10,22:07:10,22:07:40,12154.32,6913.02,Network flood + Disk thrash suspected
server_10,22:07:20,22:07:50,8391.46,7441.28,Network flood + Disk thrash suspected
server_10,22:07:30,22:08:00,8391.46,7441.28,Network flood + Disk thrash suspected
server_10,22:07:40,22:08:10,4539.33,7441.28,Network flood + Disk thrash suspected
server_10,22:07:50,22:08:20,985.85,63.07,""
server_10,22:08:00,22:08:30,4906.51,585.45,Possible DDoS
server_10,22:08:10,22:08:40,4906.51,585.45,Possible DDoS
server_10,22:08:20,22:08:50,4906.51,585.45,Possible DDoS
server_10,22:08:30,22:09:00,919.75,160.45,""
server_10,22:08:40,22:09:10,926.8,160.45,""
server_10,22:08:50,22:09:20,926.8,9440.07,Disk thrash suspected
server_10,22:09:00,22:09:30,926.8,9440.07,Disk thrash suspected
server_10,22:09:10,22:09:40,983.5,9440.07,Disk thrash suspected
server_10,22:09:20,22:09:50,14099.2,196.45,Possible DDoS
server_10,22:09:30,22:10:00,14099.2,1187.37,Possible DDoS
server_10,22:09:40,22:10:10,14099.2,1187.37,Possible DDoS
server_10,22:09:50,22:10:20,5854.35,1187.37,Possible DDoS
server_10,22:10:00,22:10:30,5854.35,9338.97,Network flood + Disk thrash suspected
server_10,22:10:10,22:10:40,5854.35,9338.97,Network flood + Disk thrash suspected
server_10,22:10:20,22:10:50,867.75,9338.97,Disk thrash suspected
server_10,22:10:30,22:11:00,867.75,9746.53,Disk thrash suspected
server_10,22:10:40,22:11:10,867.75,9746.53,Disk thrash suspected
server_10,22:10:50,22:11:20,962.8,9746.53,Disk thrash suspected
server_10,22:11:00,22:11:30,962.8,6067.36,Disk thrash suspected
server_10,22:11:10,22:11:40,962.8,6067.36,Disk thrash suspected
server_10,22:11:20,22:11:50,861.81,6067.36,Disk thrash suspected
server_10,22:11:30,22:12:00,926.14,5699.78,Disk thrash suspected
server_10,22:11:40,22:12:10,1007.71,5699.78,Disk thrash suspected
server_10,22:11:50,22:12:20,1007.71,225.0,""
server_10,22:12:00,22:12:30,1007.71,225.0,""
server_10,22:12:10,22:12:40,2530.43,1744.77,""
server_10,22:12:20,22:12:50,2530.43,1744.77,""
server_10,22:12:30,22:13:00,2530.43,1744.77,""
server_10,22:12:40,22:13:10,985.99,120.21,""
server_10,22:12:50,22:13:20,704.59,4139.52,Disk thrash suspected
server_10,22:13:00,22:13:30,4704.6,4139.52,Network flood + Disk thrash suspected
server_10,22:13:10,22:13:40,4704.6,4139.52,Network flood + Disk thrash suspected
server_10,22:13:20,22:13:50,4843.9,1825.66,Possible DDoS
server_10,22:13:30,22:14:00,4843.9,1825.66,Possible DDoS
server_10,22:13:40,22:14:10,4843.9,8696.3,Network flood + Disk thrash suspected
server_10,22:13:50,22:14:20,828.81,8696.3,Disk thrash suspected
server_10,22:14:00,22:14:30,1024.56,8696.3,Disk thrash suspected
server_10,22:14:10,22:14:40,1024.56,86.69,""
server_10,22:14:20,22:14:50,1024.56,8013.45,Disk thrash suspected
server_10,22:14:30,22:15:00,1186.55,8013.45,Disk thrash suspected
server_10,22:14:40,22:15:10,1186.55,8013.45,Disk thrash suspected
server_10,22:14:50,22:15:20,1186.55,5787.44,Disk thrash suspected
server_10,22:15:00,22:15:30,11227.06,6423.77,Network flood + Disk thrash suspected
server_10,22:15:10,22:15:40,11227.06,6423.77,Network flood + Disk thrash suspected
server_10,22:15:20,22:15:50,11227.06,6423.77,Network flood + Disk thrash suspected
server_10,22:15:30,22:16:00,14083.52,1369.52,Possible DDoS
server_10,22:15:40,22:16:10,14083.52,141.59,Possible DDoS
server_10,22:15:50,22:16:20,14083.52,141.59,Possible DDoS
server_10,22:16:00,22:16:30,897.13,198.14,""
server_10,22:16:10,22:16:40,966.3,3492.71,""
server_10,22:16:20,22:16:50,966.3,6146.43,Disk thrash suspected
server_10,22:16:30,22:17:00,1045.09,6146.43,Disk thrash suspected
server_10,22:16:40,22:17:10,5571.82,6146.43,Network flood + Disk thrash suspected
server_10,22:16:50,22:17:20,13680.04,1081.44,Possible DDoS
server_10,22:17:00,22:17:30,13680.04,122.11,Possible DDoS
server_10,22:17:10,22:17:40,13680.04,9583.54,Network flood + Disk thrash suspected
server_10,22:17:20,22:17:50,1069.38,9583.54,Disk thrash suspected
server_10,22:17:30,22:18:00,1069.38,9583.54,Disk thrash suspected
server_10,22:17:40,22:18:10,1069.38,5048.6,Disk thrash suspected
server_10,22:17:50,22:18:20,959.59,8157.72,Disk thrash suspected
server_10,22:18:00,22:18:30,1499.76,8157.72,Disk thrash suspected
server_10,22:18:10,22:18:40,5831.36,8157.72,Network flood + Disk thrash suspected
server_10,22:18:20,22:18:50,5831.36,8613.66,Network flood + Disk thrash suspected
server_10,22:18:30,22:19:00,5831.36,8613.66,Network flood + Disk thrash suspected
server_10,22:18:40,22:19:10,3393.09,8613.66,Disk thrash suspected
server_10,22:18:50,22:19:20,3393.09,8510.09,Disk thrash suspected
server_10,22:19:00,22:19:30,3393.09,8510.09,Disk thrash suspected
server_10,22:19:10,22:19:40,959.13,8510.09,Disk thrash suspected
server_10,22:19:20,22:19:50,12187.85,7200.77,Network flood + Disk thrash suspected
server_10,22:19:30,22:20:00,12187.85,7200.77,Network flood + Disk thrash suspected
server_10,22:19:40,22:20:10,12187.85,4344.52,Network flood + Disk thrash suspected
server_10,22:19:50,22:20:20,6954.08,4344.52,Network flood + Disk thrash suspected
server_10,22:20:00,22:20:30,959.24,6557.82,Disk thrash suspected
server_10,22:20:10,22:20:40,882.27,6557.82,Disk thrash suspected
server_10,22:20:20,22:20:50,828.55,6557.82,Disk thrash suspected
server_10,22:20:30,22:21:00,828.55,151.16,""
server_10,22:20:40,22:21:10,992.25,151.16,""
server_10,22:20:50,22:21:20,992.25,151.16,""
server_10,22:21:00,22:21:30,992.25,61.83,""
server_10,22:21:10,22:21:40,818.39,131.66,""
server_10,22:21:20,22:21:50,818.39,131.66,""
server_10,22:21:30,22:22:00,14271.4,137.58,Possible DDoS
server_10,22:21:40,22:22:10,14271.4,4148.11,Network flood + Disk thrash suspected
server_10,22:21:50,22:22:20,14271.4,4148.11,Network flood + Disk thrash suspected
server_10,22:22:00,22:22:30,5412.85,4148.11,Network flood + Disk thrash suspected
server_10,22:22:10,22:22:40,5412.85,924.63,Possible DDoS
server_10,22:22:20,22:22:50,5412.85,124.17,Possible DDoS
server_10,22:22:30,22:23:00,13312.15,143.85,Possible DDoS
server_10,22:22:40,22:23:10,13312.15,143.85,Possible DDoS
server_10,22:22:50,22:23:20,13312.15,143.85,Possible DDoS
server_10,22:23:00,22:23:30,11055.03,92.74,Possible DDoS
server_10,22:23:10,22:23:40,11055.03,92.74,Possible DDoS
server_10,22:23:20,22:23:50,913.01,3532.05,""
server_10,22:23:30,22:24:00,4159.45,3532.05,""
server_10,22:23:40,22:24:10,4159.45,3532.05,""
server_10,22:23:50,22:24:20,4159.45,807.7,""
server_10,22:24:00,22:24:30,3092.24,629.77,""
server_10,22:24:10,22:24:40,3092.24,629.77,""
server_10,22:24:20,22:24:50,4134.26,1616.88,""
server_10,22:24:30,22:25:00,4134.26,1616.88,""
server_10,22:24:40,22:25:10,4134.26,1616.88,""
server_10,22:24:50,22:25:20,3224.44,891.6,""
server_10,22:25:00,22:25:30,1770.92,1963.96,""
server_10,22:25:10,22:25:40,1770.92,8426.76,Disk thrash suspected
server_10,22:25:20,22:25:50,1770.92,8426.76,Disk thrash suspected
server_10,22:25:30,22:26:00,16514.01,8426.76,Network flood + Disk thrash suspected
server_10,22:25:40,22:26:10,16514.01,142.37,Possible DDoS
server_10,22:25:50,22:26:20,16514.01,142.37,Possible DDoS
server_10,22:26:00,22:26:30,919.46,160.6,""
server_10,22:26:10,22:26:40,1941.54,1767.82,""
server_10,22:26:20,22:26:50,1941.54,9165.12,Disk thrash suspected
server_10,22:26:30,22:27:00,1941.54,9165.12,Disk thrash suspected
server_10,22:26:40,22:27:10,13830.56,9165.12,Network flood + Disk thrash suspected
server_10,22:26:50,22:27:20,13830.56,4101.62,Network flood + Disk thrash suspected
server_10,22:27:00,22:27:30,13830.56,4578.84,Network flood + Disk thrash suspected
server_10,22:27:10,22:27:40,1011.78,4578.84,Disk thrash suspected
server_10,22:27:20,22:27:50,978.41,4578.84,Disk thrash suspected
server_10,22:27:30,22:28:00,818.82,71.71,""
server_10,22:27:40,22:28:10,833.13,100.98,""
server_10,22:27:50,22:28:20,2017.04,1512.08,""
server_10,22:28:00,22:28:30,2017.04,3184.75,""
server_10,22:28:10,22:28:40,2017.04,3207.3,""
server_10,22:28:20,22:28:50,19572.76,3207.3,Possible DDoS
server_10,22:28:30,22:29:00,19572.76,3207.3,Possible DDoS
server_10,22:28:40,22:29:10,19572.76,182.32,Possible DDoS
server_10,22:28:50,22:29:20,11173.43,169.29,Possible DDoS
server_10,22:29:00,22:29:30,11173.43,5052.41,Network flood + Disk thrash suspected
server_10,22:29:10,22:29:40,11173.43,5052.41,Network flood + Disk thrash suspected
server_10,22:29:20,22:29:50,938.19,5052.41,Disk thrash suspected
server_10,22:29:30,22:30:00,938.75,141.95,""
server_10,22:29:40,22:30:10,938.75,141.95,""
server_10,22:29:50,22:30:20,9975.7,141.95,Possible DDoS
server_10,22:30:00,22:30:30,9975.7,1492.26,Possible DDoS
server_10,22:30:10,22:30:40,9975.7,8351.56,Network flood + Disk thrash suspected
server_10,22:30:20,22:30:50,3012.51,8351.56,Disk thrash suspected
server_10,22:30:30,22:31:00,2126.74,8351.56,Disk thrash suspected
server_10,22:30:40,22:31:10,2126.74,638.79,""
server_10,22:30:50,22:31:20,2126.74,638.79,""
server_10,22:31:00,22:31:30,999.47,181.49,""
server_10,22:31:10,22:31:40,2551.73,1724.55,""
server_10,22:31:20,22:31:50,2551.73,1724.55,""
server_10,22:31:30,22:32:00,2551.73,1724.55,""
server_10,22:31:40,22:32:10,905.19,83.95,""
server_10,22:31:50,22:32:20,587.67,9447.32,Disk thrash suspected
server_10,22:32:00,22:32:30,11112.65,9447.32,Network flood + Disk thrash suspected
server_10,22:32:10,22:32:40,11112.65,9447.32,Network flood + Disk thrash suspected
server_10,22:32:20,22:32:50,17496.93,81.92,Possible DDoS
server_10,22:32:30,22:33:00,17496.93,81.92,Possible DDoS
server_10,22:32:40,22:33:10,17496.93,5423.41,Network flood + Disk thrash suspected
server_10,22:32:50,22:33:20,3029.18,5423.41,Disk thrash suspected
server_10,22:33:00,22:33:30,6401.51,5574.16,Network flood + Disk thrash suspected
server_10,22:33:10,22:33:40,6401.51,5574.16,Network flood + Disk thrash suspected
server_10,22:33:20,22:33:50,6401.51,5574.16,Network flood + Disk thrash suspected
server_10,22:33:30,22:34:00,397.94,5876.03,Disk thrash suspected
server_10,22:33:40,22:34:10,19333.8,5876.03,Network flood + Disk thrash suspected
server_10,22:33:50,22:34:20,19333.8,5876.03,Network flood + Disk thrash suspected
server_10,22:34:00,22:34:30,19333.8,136.04,Possible DDoS
server_10,22:34:10,22:34:40,12186.03,4162.6,Network flood + Disk thrash suspected
server_10,22:34:20,22:34:50,12186.03,4162.6,Network flood + Disk thrash suspected
server_10,22:34:30,22:35:00,12186.03,4162.6,Network flood + Disk thrash suspected
server_10,22:34:40,22:35:10,10963.21,1810.47,Possible DDoS
server_10,22:34:50,22:35:20,3410.03,8141.91,Disk thrash suspected
server_10,22:35:00,22:35:30,1123.78,8141.91,Disk thrash suspected
server_10,22:35:10,22:35:40,1123.78,8141.91,Disk thrash suspected
server_10,22:35:20,22:35:50,1123.78,737.39,""
server_10,22:35:30,22:36:00,993.2,79.02,""
server_10,22:35:40,22:36:10,13516.08,147.5,Possible DDoS
server_10,22:35:50,22:36:20,13516.08,147.5,Possible DDoS
server_10,22:36:00,22:36:30,13516.08,147.5,Possible DDoS
server_10,22:36:10,22:36:40,878.58,82.87,""
server_10,22:36:20,22:36:50,1014.58,6899.7,Disk thrash suspected
server_10,22:36:30,22:37:00,1014.58,6899.7,Disk thrash suspected
server_10,22:36:40,22:37:10,17319.38,6899.7,Network flood + Disk thrash suspected
server_10,22:36:50,22:37:20,17319.38,156.39,Possible DDoS
server_10,22:37:00,22:37:30,17319.38,156.39,Possible DDoS
server_10,22:37:10,22:37:40,682.1,79.67,""
server_10,22:37:20,22:37:50,615.69,8105.61,Disk thrash suspected
server_10,22:37:30,22:38:00,702.49,8105.61,Disk thrash suspected
server_10,22:37:40,22:38:10,702.49,8105.61,Disk thrash suspected
server_10,22:37:50,22:38:20,915.57,116.45,""
server_10,22:38:00,22:38:30,915.57,82.06,""
server_10,22:38:10,22:38:40,15842.27,82.06,Possible DDoS
server_10,22:38:20,22:38:50,15842.27,1437.5,Possible DDoS
server_10,22:38:30,22:39:00,15842.27,1437.5,Possible DDoS
server_10,22:38:40,22:39:10,8382.71,1437.5,Possible DDoS
server_10,22:38:50,22:39:20,8382.71,781.73,Possible DDoS
server_10,22:39:00,22:39:30,2361.61,826.91,""
server_10,22:39:10,22:39:40,2361.61,826.91,""
server_10,22:39:20,22:39:50,2361.61,4975.6,Disk thrash suspected
server_10,22:39:30,22:40:00,621.12,4975.6,Disk thrash suspected
server_10,22:39:40,22:40:10,914.94,4975.6,Disk thrash suspected
server_10,22:39:50,22:40:20,916.21,4440.23,Disk thrash suspected
